,d,Method,P_value,GT,Time
1032,20,DINE_CIT,0.64,True,5.917665958404541
1033,20,DINE_CIT,0.57,True,11.611716985702516
1034,20,DINE_CIT,0.25,True,3.65902590751648
1035,20,DINE_CIT,0.57,True,2.2834460735321045
1036,20,DINE_CIT,0.19,True,2.5518178939819336
1037,20,DINE_CIT,0.05,True,3.0139760971069336
1038,20,DINE_CIT,0.96,True,4.061912059783936
1039,20,DINE_CIT,0.24,True,3.367180109024048
1040,20,DINE_CIT,0.43,True,3.785303831100464
1041,20,DINE_CIT,0.74,True,2.116626977920532
1042,20,DINE_CIT,0.28,True,4.577414751052856
1043,20,DINE_CIT,0.12,True,2.8369171619415283
1044,20,DINE_CIT,0.15,True,3.167139768600464
1045,20,DINE_CIT,0.35,True,2.031519889831543
1046,20,DINE_CIT,0.29,True,3.409054040908813
1047,20,DINE_CIT,0.35,True,3.413738965988159
1048,20,DINE_CIT,0.98,True,2.770238161087036
1049,20,DINE_CIT,0.23,True,2.5402491092681885
1050,20,DINE_CIT,0.38,True,2.0742299556732178
1051,20,DINE_CIT,0.5,True,2.609503984451294
1052,20,DINE_CIT,0.76,True,2.632451057434082
1053,20,DINE_CIT,0.85,True,2.7962920665740967
1054,20,DINE_CIT,0.66,True,6.527876853942871
1055,20,DINE_CIT,0.89,True,2.877614021301269
1056,20,DINE_CIT,0.12,True,4.776005029678345
1057,20,DINE_CIT,0.0,True,4.327347993850708
1058,20,DINE_CIT,0.24,True,2.5885250568389893
1059,20,DINE_CIT,0.67,True,3.0281670093536377
1060,20,DINE_CIT,0.74,True,3.4201600551605225
1061,20,DINE_CIT,0.87,True,3.243889331817627
1062,20,DINE_CIT,0.03,True,3.092515230178833
1063,20,DINE_CIT,0.47,True,3.034002780914306
1064,20,DINE_CIT,0.42,True,2.8696770668029785
1065,20,DINE_CIT,0.37,True,2.3869240283966064
1066,20,DINE_CIT,0.89,True,3.467560052871704
1067,20,DINE_CIT,0.17,True,2.3608927726745605
1068,20,DINE_CIT,0.93,True,2.1621310710906982
1069,20,DINE_CIT,0.64,True,3.4955241680145264
1070,20,DINE_CIT,0.56,True,2.5682430267333984
1071,20,DINE_CIT,0.36,True,2.4033870697021484
1072,20,DINE_CIT,0.83,True,4.627171039581299
1073,20,DINE_CIT,0.48,True,4.384829998016357
1074,20,DINE_CIT,0.63,True,9.155988931655884
1075,20,DINE_CIT,0.45,True,3.429585218429565
1076,20,DINE_CIT,0.01,True,2.103516101837158
1077,20,DINE_CIT,0.04,True,2.4144890308380127
1078,20,DINE_CIT,0.02,True,4.871726989746094
1079,20,DINE_CIT,0.95,True,3.212963104248047
1080,20,DINE_CIT,0.07,True,2.4329075813293457
1081,20,DINE_CIT,0.46,True,4.250301122665405
1082,20,DINE_CIT,0.46,True,3.567746162414551
1083,20,DINE_CIT,0.31,True,2.550413131713867
1084,20,DINE_CIT,0.3,True,2.025002956390381
1085,20,DINE_CIT,0.39,True,3.7216761112213135
1086,20,DINE_CIT,0.18,True,3.1830053329467773
1087,20,DINE_CIT,0.58,True,4.036566972732544
1088,20,DINE_CIT,0.36,True,3.0236358642578125
1089,20,DINE_CIT,0.07,True,3.2294318675994877
1090,20,DINE_CIT,0.95,True,2.351104974746704
1091,20,DINE_CIT,0.7,True,2.864093780517578
1092,20,DINE_CIT,0.86,True,3.5130631923675537
1093,20,DINE_CIT,0.53,True,2.2922980785369877
1094,20,DINE_CIT,0.86,True,3.917778015136719
1095,20,DINE_CIT,0.41,True,3.439513921737671
1096,20,DINE_CIT,0.21,True,2.658447027206421
1097,20,DINE_CIT,0.14,True,3.666991710662842
1098,20,DINE_CIT,0.83,True,2.6677188873291016
1099,20,DINE_CIT,0.8,True,2.47762393951416
1100,20,DINE_CIT,0.0,False,3.224318027496338
1101,20,DINE_CIT,0.0,False,2.842314958572388
1102,20,DINE_CIT,0.0,False,2.30527400970459
1103,20,DINE_CIT,0.0,False,3.630125999450684
1104,20,DINE_CIT,0.0,False,2.5676069259643555
1105,20,DINE_CIT,0.0,False,2.784961700439453
1106,20,DINE_CIT,0.0,False,3.0262248516082764
1107,20,DINE_CIT,0.0,False,2.281803846359253
1108,20,DINE_CIT,0.0,False,3.592707872390747
1109,20,DINE_CIT,0.0,False,5.516970872879028
1110,20,DINE_CIT,0.0,False,4.36167573928833
1111,20,DINE_CIT,0.0,False,3.633572816848755
1112,20,DINE_CIT,0.0,False,2.082783937454224
1113,20,DINE_CIT,0.0,False,3.765226125717163
1114,20,DINE_CIT,0.0,False,2.4379630088806152
1115,20,DINE_CIT,0.0,False,2.4722750186920166
1116,20,DINE_CIT,0.0,False,4.482800722122192
1117,20,DINE_CIT,0.0,False,2.1001999378204346
1118,20,DINE_CIT,0.0,False,2.9388229846954346
1119,20,DINE_CIT,0.0,False,3.593945026397705
1120,20,DINE_CIT,0.0,False,4.799014091491699
1121,20,DINE_CIT,0.0,False,3.7439992427825928
1122,20,DINE_CIT,0.0,False,2.9552969932556152
1123,20,DINE_CIT,0.0,False,4.106720685958862
1124,20,DINE_CIT,0.0,False,2.750049829483032
1125,20,DINE_CIT,0.0,False,3.6083168983459473
1126,20,DINE_CIT,0.0,False,2.753740072250366
1127,20,DINE_CIT,0.0,False,4.045158863067627
1128,20,DINE_CIT,0.0,False,3.091254949569702
1129,20,DINE_CIT,0.0,False,3.4578280448913574
1130,20,DINE_CIT,0.0,False,2.511346340179444
1131,20,DINE_CIT,0.0,False,4.724677085876465
1132,20,DINE_CIT,0.0,False,2.947468042373657
1133,20,DINE_CIT,0.0,False,2.7935221195220947
1134,20,DINE_CIT,0.0,False,4.674268960952759
1135,20,DINE_CIT,0.0,False,1.910153865814209
1136,20,DINE_CIT,0.0,False,3.3605520725250244
1137,20,DINE_CIT,0.0,False,3.5819242000579834
1138,20,DINE_CIT,0.0,False,3.725914716720581
1139,20,DINE_CIT,0.0,False,3.4538049697875977
1140,20,DINE_CIT,0.0,False,4.977986812591553
1141,20,DINE_CIT,0.0,False,3.77309799194336
1142,20,DINE_CIT,0.0,False,1.968523979187012
1143,20,DINE_CIT,0.0,False,2.5701749324798584
1144,20,DINE_CIT,0.0,False,2.865563154220581
1145,20,DINE_CIT,0.0,False,2.8709840774536133
1146,20,DINE_CIT,0.0,False,3.0179481506347656
1147,20,DINE_CIT,0.0,False,2.365525007247925
1148,20,DINE_CIT,0.0,False,3.5155179500579834
1149,20,DINE_CIT,0.0,False,4.495842933654785
1150,20,DINE_CIT,0.0,False,5.636670827865601
1151,20,DINE_CIT,0.0,False,1.8841240406036377
1152,20,DINE_CIT,0.0,False,2.1985459327697754
1153,20,DINE_CIT,0.0,False,2.557230234146118
1154,20,DINE_CIT,0.0,False,4.25036883354187
1155,20,DINE_CIT,0.0,False,3.367238044738769
1156,20,DINE_CIT,0.0,False,4.038261890411377
1157,20,DINE_CIT,0.0,False,1.8343088626861568
1158,20,DINE_CIT,0.0,False,2.0450799465179443
1159,20,DINE_CIT,0.0,False,1.6101901531219482
1160,20,DINE_CIT,0.0,False,3.204136848449707
1161,20,DINE_CIT,0.0,False,3.4696121215820312
1162,20,DINE_CIT,0.0,False,3.826359987258911
1163,20,DINE_CIT,0.0,False,3.4896352291107178
1164,20,DINE_CIT,0.0,False,4.375479221343994
1165,20,DINE_CIT,0.0,False,2.9782521724700928
1166,20,DINE_CIT,0.0,False,2.3441829681396484
1167,20,DINE_CIT,0.0,False,1.5942790508270264
1168,20,DINE_CIT,0.0,False,2.871723890304565
1169,20,DINE_CIT,0.0,False,2.7158899307250977
1170,20,DINE_CIT,0.0,False,2.9940648078918457
1171,20,DINE_CIT,0.0,False,2.506627082824707
1172,20,DINE_CIT,0.0,False,2.2896227836608887
1173,20,DINE_CIT,0.0,False,2.4351470470428467
1174,20,DINE_CIT,0.0,False,2.1765451431274414
1175,20,DINE_CIT,0.0,False,1.98836612701416
1176,20,DINE_CIT,0.0,False,4.264127969741821
1177,20,DINE_CIT,0.0,False,2.2391598224639893
1178,20,DINE_CIT,0.0,False,3.766659021377564
1179,20,DINE_CIT,0.0,False,2.550104141235352
1180,20,DINE_CIT,0.0,False,3.205573797225952
1181,20,DINE_CIT,0.0,False,2.2526051998138428
1182,20,DINE_CIT,0.0,False,1.4823558330535889
1183,20,DINE_CIT,0.0,False,1.0587542057037354
1184,20,DINE_CIT,0.0,False,2.77119517326355
1185,20,DINE_CIT,0.0,False,3.970433235168457
1186,20,DINE_CIT,0.0,False,2.04725980758667
1187,20,DINE_CIT,0.0,False,1.2617418766021729
1188,20,DINE_CIT,0.0,False,0.8694431781768799
1189,20,DINE_CIT,0.0,False,0.9695827960968018
1190,20,DINE_CIT,0.0,False,1.1064252853393557
1191,20,DINE_CIT,0.0,False,0.8095769882202148
1192,20,DINE_CIT,0.0,False,2.695920705795288
1193,20,DINE_CIT,0.0,False,2.307589054107666
1194,20,DINE_CIT,0.0,False,1.8782069683074951
1195,20,DINE_CIT,0.0,False,1.852375030517578
1196,20,DINE_CIT,0.0,False,1.2185001373291016
1197,20,DINE_CIT,0.0,False,0.8653788566589355
1198,20,DINE_CIT,0.0,False,0.9483027458190918
1199,20,DINE_CIT,0.0,False,0.9898700714111328
1200,5,KCIT,0.5462928968911982,True,4.080606937408447
1201,5,KCIT,0.6595142244817684,True,1.4569408893585205
1202,5,KCIT,0.2189700514155834,True,1.537511110305786
1203,5,KCIT,0.5099158730413342,True,1.4633121490478516
1204,5,KCIT,0.2729370847160888,True,1.753875970840454
1205,5,KCIT,0.6745709057441465,True,2.087368965148926
1206,5,KCIT,0.0989737839384632,True,1.401643991470337
1207,5,KCIT,0.546755161154966,True,1.498395919799805
1208,5,KCIT,0.4311878898708359,True,1.5366439819335938
1209,5,KCIT,0.8679630426193033,True,1.3764958381652832
1210,5,KCIT,0.03918139147154,True,1.5570790767669678
1211,5,KCIT,0.4573302814026461,True,1.621121168136597
1212,5,KCIT,0.698233889838362,True,1.8809881210327148
1213,5,KCIT,0.0300174232584984,True,1.4698448181152344
1214,5,KCIT,0.6399035428850849,True,1.5316050052642822
1215,5,KCIT,0.2848760638806612,True,1.524233341217041
1216,5,KCIT,0.0440588423188159,True,1.5710997581481934
1217,5,KCIT,0.4037881993195236,True,1.6653189659118652
1218,5,KCIT,0.0144237231318374,True,1.5662739276885986
1219,5,KCIT,0.1278014355948956,True,1.606818914413452
1220,5,KCIT,0.4564077967710568,True,1.5260589122772217
1221,5,KCIT,0.1759916896665992,True,1.4905478954315186
1222,5,KCIT,0.7881341097308188,True,1.518604040145874
1223,5,KCIT,0.5019200448659957,True,1.8156850337982176
1224,5,KCIT,0.2638443511839843,True,1.6544911861419678
1225,5,KCIT,0.137707496448881,True,1.4379348754882812
1226,5,KCIT,0.2771804896487801,True,1.5347602367401123
1227,5,KCIT,0.3109005511525784,True,1.4931461811065674
1228,5,KCIT,0.0103854694317941,True,2.221759080886841
1229,5,KCIT,0.1579206593563649,True,1.4266948699951172
1230,5,KCIT,0.615746481766648,True,1.5055420398712158
1231,5,KCIT,4.276866413877034e-05,True,1.4958298206329346
1232,5,KCIT,0.6097408926630482,True,1.6863470077514648
1233,5,KCIT,0.6664922095954249,True,1.8039700984954836
1234,5,KCIT,0.1551233585656947,True,1.7652850151062012
1235,5,KCIT,0.7047266249644875,True,1.751643180847168
1236,5,KCIT,0.0002123114052963,True,1.6677789688110352
1237,5,KCIT,0.3966362364450336,True,2.0533788204193115
1238,5,KCIT,0.2974982433260851,True,1.695401906967163
1239,5,KCIT,0.6199015310930518,True,1.7295489311218262
1240,5,KCIT,0.4627761397359742,True,1.574141263961792
1241,5,KCIT,0.0623156647585014,True,1.706920146942139
1242,5,KCIT,0.4065956974754832,True,1.5888469219207764
1243,5,KCIT,0.2156570281808547,True,1.6764919757843018
1244,5,KCIT,0.0004738229719841,True,1.5471532344818115
1245,5,KCIT,0.0318162921603295,True,1.741074800491333
1246,5,KCIT,0.0026820312674967,True,1.6815190315246582
1247,5,KCIT,0.4801709426101882,True,2.277446746826172
1248,5,KCIT,0.3596080292081827,True,1.7201409339904783
1249,5,KCIT,0.5255175887664819,True,2.0271921157836914
1250,5,KCIT,0.2668953157066968,True,1.558940887451172
1251,5,KCIT,0.7368115573225658,True,1.4694819450378418
1252,5,KCIT,0.2586449576317297,True,1.755299091339111
1253,5,KCIT,0.1325471348203556,True,1.7434439659118652
1254,5,KCIT,0.0396405373618745,True,1.647158145904541
1255,5,KCIT,0.6805298840338171,True,2.900554656982422
1256,5,KCIT,0.0317799808864701,True,2.709794759750366
1257,5,KCIT,0.5208437134968944,True,1.961544752120972
1258,5,KCIT,0.4196480562098001,True,5.082092046737671
1259,5,KCIT,0.3669933807751926,True,4.052408933639526
1260,5,KCIT,0.219134113454116,True,5.594350099563599
1261,5,KCIT,0.5757006046610396,True,2.4534122943878174
1262,5,KCIT,0.284297606440993,True,2.104410171508789
1263,5,KCIT,0.7019460322783269,True,3.797707080841065
1264,5,KCIT,0.3658047795983685,True,3.190119981765747
1265,5,KCIT,0.1172788241312615,True,2.3990120887756348
1266,5,KCIT,0.0154726497574088,True,2.474470853805542
1267,5,KCIT,0.3313859952096716,True,2.4910831451416016
1268,5,KCIT,0.7581379163303572,True,2.2323012351989746
1269,5,KCIT,0.084251656682495,True,2.101886987686157
1270,5,KCIT,0.5807906835476648,True,2.010488986968994
1271,5,KCIT,0.8393431404309416,True,2.0232651233673096
1272,5,KCIT,0.1815886550054433,True,2.245169878005981
1273,5,KCIT,0.5332034607384956,True,2.220659017562866
1274,5,KCIT,0.1920216499402165,True,1.8804562091827397
1275,5,KCIT,0.6760646614888102,True,2.082012176513672
1276,5,KCIT,0.0500387993825458,True,2.0658271312713623
1277,5,KCIT,0.32759811121075,True,2.134559154510498
1278,5,KCIT,0.0084206267235372,True,2.02731990814209
1279,5,KCIT,0.0332210096868931,True,1.966709852218628
1280,5,KCIT,0.3653871914557729,True,1.9430971145629885
1281,5,KCIT,0.3718898044882559,True,2.0351381301879883
1282,5,KCIT,0.0195925643257505,True,1.8901457786560056
1283,5,KCIT,0.4842873032399377,True,1.998291015625
1284,5,KCIT,0.3331004470766547,True,1.8594160079956052
1285,5,KCIT,0.2630253461565031,True,1.8357059955596924
1286,5,KCIT,0.1410779742641872,True,1.9847979545593264
1287,5,KCIT,0.0589670557211948,True,1.963683843612671
1288,5,KCIT,0.39069100095131,True,1.8428397178649905
1289,5,KCIT,0.5231932600033001,True,1.9372889995574951
1290,5,KCIT,0.4071016490585785,True,1.8293440341949463
1291,5,KCIT,0.5274914236351926,True,1.9400010108947756
1292,5,KCIT,0.294270199397733,True,2.0760927200317383
1293,5,KCIT,0.2039737292469488,True,2.104881048202514
1294,5,KCIT,0.7108192486803291,True,1.911771297454834
1295,5,KCIT,0.1012590366338141,True,1.9957740306854248
1296,5,KCIT,0.0051939937080328,True,1.9465138912200928
1297,5,KCIT,0.1087582318990829,True,1.855717897415161
1298,5,KCIT,0.3577650919570732,True,1.940924882888794
1299,5,KCIT,0.7881112130173789,True,1.9517178535461424
1300,5,KCIT,0.0,False,1.780994892120361
1301,5,KCIT,0.0,False,2.009066104888916
1302,5,KCIT,0.0,False,1.9280190467834477
1303,5,KCIT,0.0,False,1.973433256149292
1304,5,KCIT,0.0,False,2.195136070251465
1305,5,KCIT,2.305049722650665e-06,False,1.8240609169006348
1306,5,KCIT,0.0137756434883273,False,2.0231049060821533
1307,5,KCIT,9.364972221703738e-06,False,2.0624382495880127
1308,5,KCIT,1.0955569784698582e-11,False,1.855536937713623
1309,5,KCIT,0.0,False,1.8706817626953125
1310,5,KCIT,0.0008084758107632,False,1.900331974029541
1311,5,KCIT,0.0,False,2.000474691390991
1312,5,KCIT,4.78617145915905e-13,False,1.9136121273040767
1313,5,KCIT,0.0,False,1.830627918243408
1314,5,KCIT,0.0009855436922537,False,1.9130938053131104
1315,5,KCIT,3.47499806707674e-14,False,1.8882708549499512
1316,5,KCIT,0.0,False,1.8565521240234373
1317,5,KCIT,3.652633751016765e-14,False,1.7878668308258057
1318,5,KCIT,0.0,False,1.8420567512512207
1319,5,KCIT,0.0,False,2.00280499458313
1320,5,KCIT,0.0,False,1.925786018371582
1321,5,KCIT,0.0066833043285619,False,1.906744718551636
1322,5,KCIT,6.214152525885196e-10,False,2.122230052947998
1323,5,KCIT,0.0,False,1.9793779850006104
1324,5,KCIT,1.5304570055718614e-08,False,1.99238920211792
1325,5,KCIT,0.0,False,1.927037000656128
1326,5,KCIT,1.4192097275156357e-08,False,1.8996379375457764
1327,5,KCIT,0.0,False,1.925039768218994
1328,5,KCIT,0.0,False,1.8671607971191408
1329,5,KCIT,0.0,False,1.882059097290039
1330,5,KCIT,4.5266717485503705e-08,False,2.121546030044556
1331,5,KCIT,0.0,False,1.9546239376068115
1332,5,KCIT,0.0,False,1.9998421669006348
1333,5,KCIT,0.0,False,1.9359002113342283
1334,5,KCIT,0.0,False,1.9487709999084477
1335,5,KCIT,0.0,False,2.020112991333008
1336,5,KCIT,3.814060178797263e-12,False,2.1914849281311035
1337,5,KCIT,0.0,False,2.1468451023101807
1338,5,KCIT,0.0,False,2.162094831466675
1339,5,KCIT,0.0,False,2.2175779342651367
1340,5,KCIT,0.0,False,1.970284938812256
1341,5,KCIT,0.0,False,1.923164129257202
1342,5,KCIT,0.0,False,1.679244041442871
1343,5,KCIT,0.0,False,2.626729965209961
1344,5,KCIT,2.338055005157713e-08,False,3.4008491039276123
1345,5,KCIT,0.0,False,3.484993696212769
1346,5,KCIT,0.0,False,3.3896141052246094
1347,5,KCIT,0.0,False,2.351278066635132
1348,5,KCIT,0.0,False,2.0159568786621094
1349,5,KCIT,0.0,False,2.0598928928375244
1350,5,KCIT,0.0,False,2.288177251815796
1351,5,KCIT,0.0,False,2.0006840229034424
1352,5,KCIT,0.0,False,2.076012134552002
1353,5,KCIT,7.549516567451064e-15,False,2.020906925201416
1354,5,KCIT,0.0,False,2.0551540851593018
1355,5,KCIT,0.0,False,2.00008225440979
1356,5,KCIT,0.0,False,1.9770970344543457
1357,5,KCIT,0.0,False,2.0736100673675537
1358,5,KCIT,1.260103132949553e-13,False,1.984961986541748
1359,5,KCIT,0.0,False,2.716459989547729
1360,5,KCIT,0.0,False,2.205660104751587
1361,5,KCIT,0.0,False,2.0481388568878174
1362,5,KCIT,1.1102230246251563e-15,False,2.082296133041382
1363,5,KCIT,0.0,False,2.338263988494873
1364,5,KCIT,0.0,False,2.6867599487304688
1365,5,KCIT,0.0,False,2.3242218494415283
1366,5,KCIT,0.0,False,1.9932358264923096
1367,5,KCIT,0.0,False,2.006254911422729
1368,5,KCIT,0.0,False,1.998595952987671
1369,5,KCIT,0.0,False,1.9795329570770264
1370,5,KCIT,7.48401340899818e-13,False,1.945786952972412
1371,5,KCIT,0.0,False,1.9740121364593504
1372,5,KCIT,0.0057949167856511,False,2.0210628509521484
1373,5,KCIT,1.6526158330698593e-08,False,2.0903542041778564
1374,5,KCIT,0.0,False,2.0230860710144043
1375,5,KCIT,0.0,False,2.1343109607696533
1376,5,KCIT,0.0,False,1.9566850662231443
1377,5,KCIT,0.0,False,2.0348291397094727
1378,5,KCIT,0.0,False,2.058804035186768
1379,5,KCIT,0.0,False,3.2635269165039062
1380,5,KCIT,0.0,False,2.736700773239136
1381,5,KCIT,0.0,False,2.6218440532684326
1382,5,KCIT,0.0,False,2.652570962905884
1383,5,KCIT,0.0,False,3.0745837688446045
1384,5,KCIT,0.0329683815508791,False,1.927901029586792
1385,5,KCIT,2.2608787064726243e-08,False,1.835103988647461
1386,5,KCIT,0.0,False,1.6940958499908447
1387,5,KCIT,0.0,False,1.6572308540344238
1388,5,KCIT,0.0,False,1.5952229499816897
1389,5,KCIT,0.0,False,1.9634079933166504
1390,5,KCIT,0.0,False,1.6944820880889893
1391,5,KCIT,0.0,False,3.502065896987915
1392,5,KCIT,0.0,False,3.999462842941284
1393,5,KCIT,0.0,False,3.7504630088806152
1394,5,KCIT,0.0,False,2.5270326137542725
1395,5,KCIT,0.0,False,2.274538993835449
1396,5,KCIT,0.0,False,4.167896747589111
1397,5,KCIT,0.0,False,2.9672000408172607
1398,5,KCIT,0.0,False,2.637111186981201
1399,5,KCIT,0.0,False,2.740201234817505
1400,8,KCIT,0.7202963273541174,True,3.2037599086761475
1401,8,KCIT,0.3486176847799841,True,3.2549362182617188
1402,8,KCIT,0.2293796311107455,True,2.754112720489502
1403,8,KCIT,0.3262536378353876,True,3.0622711181640625
1404,8,KCIT,0.3861985373349597,True,2.937925100326538
1405,8,KCIT,0.2320099452728188,True,2.988771915435791
1406,8,KCIT,0.0815815035173692,True,3.13601303100586
1407,8,KCIT,0.5498339113295425,True,2.7371747493743896
1408,8,KCIT,0.5902991497681327,True,2.539552927017212
1409,8,KCIT,0.3661799235277021,True,2.5828630924224854
1410,8,KCIT,0.2887157655382468,True,2.129033088684082
1411,8,KCIT,0.6136250541712276,True,1.924180030822754
1412,8,KCIT,0.6074913660062713,True,2.262960910797119
1413,8,KCIT,0.3371913175044219,True,2.117076873779297
1414,8,KCIT,0.0630113082584619,True,1.8018341064453125
1415,8,KCIT,0.7204931491643447,True,1.6963980197906494
1416,8,KCIT,0.029431274746928,True,1.739735126495361
1417,8,KCIT,0.1722657842025655,True,1.811985969543457
1418,8,KCIT,0.0133033719438317,True,1.5838892459869385
1419,8,KCIT,0.7532678925542585,True,1.617098093032837
1420,8,KCIT,0.0128063612791412,True,1.7256882190704346
1421,8,KCIT,0.014439587673375,True,1.606703758239746
1422,8,KCIT,0.3211835254510529,True,1.8074097633361816
1423,8,KCIT,0.0640668693863448,True,2.0110037326812744
1424,8,KCIT,0.1138655504040374,True,1.9917409420013428
1425,8,KCIT,0.6948449805490396,True,1.8607747554779053
1426,8,KCIT,0.4834140510720958,True,1.857560157775879
1427,8,KCIT,0.083381707523976,True,2.0744471549987797
1428,8,KCIT,0.2748650088003546,True,2.1323158740997314
1429,8,KCIT,0.205211351859201,True,2.06738829612732
1430,8,KCIT,0.2378310066397368,True,1.9805848598480225
1431,8,KCIT,0.0370372164322406,True,2.092736959457397
1432,8,KCIT,0.551355154252777,True,1.8745667934417725
1433,8,KCIT,0.6278593324576542,True,1.8960530757904053
1434,8,KCIT,0.0267356328649188,True,1.7911059856414795
1435,8,KCIT,0.0337622101000506,True,1.8893461227416992
1436,8,KCIT,0.0661736328295348,True,1.905500888824463
1437,8,KCIT,0.043314483312811,True,1.699862003326416
1438,8,KCIT,0.6562980406591978,True,1.8854610919952397
1439,8,KCIT,0.0780743600189228,True,2.1970338821411133
1440,8,KCIT,0.198688997761236,True,2.057554244995117
1441,8,KCIT,0.1329718548745802,True,1.922555923461914
1442,8,KCIT,0.2300734771079822,True,1.8010451793670654
1443,8,KCIT,0.3805627276563874,True,1.9776220321655276
1444,8,KCIT,0.007094811245474,True,2.075448989868164
1445,8,KCIT,0.3105212651158886,True,2.1067981719970703
1446,8,KCIT,0.0076995521696912,True,1.9160382747650144
1447,8,KCIT,0.3102978073378423,True,2.197240829467773
1448,8,KCIT,0.2661878671769415,True,1.957587957382202
1449,8,KCIT,0.2107339187219694,True,1.7611541748046875
1450,8,KCIT,0.0677527996089718,True,1.7335538864135742
1451,8,KCIT,0.0876525091158125,True,1.8338618278503416
1452,8,KCIT,0.3709876387506053,True,1.88855504989624
1453,8,KCIT,0.0976240139110942,True,1.7926421165466309
1454,8,KCIT,0.699951856874237,True,1.789443016052246
1455,8,KCIT,0.2935939117759887,True,1.8501091003417969
1456,8,KCIT,0.3935676218739633,True,1.8044641017913816
1457,8,KCIT,0.0160135151056658,True,1.8471779823303225
1458,8,KCIT,0.3832711481773574,True,1.7188489437103271
1459,8,KCIT,0.4565278654735817,True,1.829689741134644
1460,8,KCIT,0.0040823028869065,True,1.9833388328552248
1461,8,KCIT,0.4817220918966185,True,1.762294054031372
1462,8,KCIT,0.1093904958593482,True,1.987064838409424
1463,8,KCIT,0.7111187693087129,True,2.1885550022125244
1464,8,KCIT,0.1122568698445852,True,1.9977140426635744
1465,8,KCIT,0.0024940475012135,True,1.7549870014190674
1466,8,KCIT,0.0935791829060219,True,1.840602159500122
1467,8,KCIT,0.1375937680843372,True,1.8944382667541504
1468,8,KCIT,0.0532235664427629,True,1.7318000793457031
1469,8,KCIT,0.1824725023622954,True,1.8945538997650144
1470,8,KCIT,0.0129535632590331,True,2.022166967391968
1471,8,KCIT,0.2048227444061625,True,1.9418003559112549
1472,8,KCIT,0.0166270559897335,True,1.905127763748169
1473,8,KCIT,0.07212873589632,True,1.796194076538086
1474,8,KCIT,0.4624051956287442,True,1.7211980819702148
1475,8,KCIT,0.7713160471254704,True,2.0186963081359863
1476,8,KCIT,0.1213002821045118,True,2.1139490604400635
1477,8,KCIT,0.2782509775897686,True,1.9800479412078855
1478,8,KCIT,0.0158724654732576,True,2.411119222640991
1479,8,KCIT,0.7133885350849234,True,2.082735061645508
1480,8,KCIT,0.1702441139273448,True,2.041000843048096
1481,8,KCIT,0.1041290051438006,True,1.8947529792785645
1482,8,KCIT,0.4331601998257351,True,1.921480894088745
1483,8,KCIT,0.0701760597818844,True,1.9028537273406985
1484,8,KCIT,0.4740206643379742,True,1.8041527271270752
1485,8,KCIT,0.0173415294079585,True,1.845757246017456
1486,8,KCIT,0.2787316229319221,True,1.8054420948028564
1487,8,KCIT,0.5407388379448411,True,1.8766248226165767
1488,8,KCIT,0.0305243237681366,True,1.8409807682037356
1489,8,KCIT,0.5510926370313416,True,1.8007941246032717
1490,8,KCIT,0.0748524521556346,True,1.8872277736663816
1491,8,KCIT,0.3782841957021806,True,1.9366021156311035
1492,8,KCIT,0.0985383394341599,True,1.9204180240631104
1493,8,KCIT,0.4923795498075963,True,1.982594966888428
1494,8,KCIT,0.1010344891192409,True,1.7734880447387695
1495,8,KCIT,0.1745574391273807,True,1.7877209186553955
1496,8,KCIT,0.152530582130951,True,1.8018450736999512
1497,8,KCIT,0.0476581394612188,True,1.7997632026672363
1498,8,KCIT,0.656412088878733,True,1.9354119300842283
1499,8,KCIT,0.1022884334847445,True,1.8178341388702397
1500,8,KCIT,0.0,False,1.796987771987915
1501,8,KCIT,0.0,False,1.82255220413208
1502,8,KCIT,0.0,False,1.788402795791626
1503,8,KCIT,0.0,False,1.8994479179382324
1504,8,KCIT,5.747957665391823e-12,False,1.8710339069366453
1505,8,KCIT,2.433658678613337e-05,False,1.7735381126403809
1506,8,KCIT,0.103192851093359,False,1.7551329135894775
1507,8,KCIT,1.4714968576967637e-08,False,2.272934913635254
1508,8,KCIT,1.062742059709798e-05,False,1.8267078399658203
1509,8,KCIT,6.661338147750939e-16,False,1.981414794921875
1510,8,KCIT,0.0033230642719155,False,2.2114107608795166
1511,8,KCIT,0.0,False,2.034132957458496
1512,8,KCIT,2.9459668038356307e-10,False,1.779958963394165
1513,8,KCIT,0.0,False,1.7063188552856443
1514,8,KCIT,0.0003838187794038,False,1.9214448928833008
1515,8,KCIT,1.6399344104911504e-09,False,1.7846388816833496
1516,8,KCIT,0.0,False,1.790112018585205
1517,8,KCIT,1.0313050413657264e-10,False,2.0681447982788086
1518,8,KCIT,0.0,False,1.8579227924346924
1519,8,KCIT,0.0,False,1.9115548133850095
1520,8,KCIT,0.0,False,1.8285088539123533
1521,8,KCIT,0.0073375315748136,False,1.7949070930480957
1522,8,KCIT,1.1945999744966684e-13,False,1.83955192565918
1523,8,KCIT,0.0,False,1.82137393951416
1524,8,KCIT,0.0001441165027175,False,1.8328421115875244
1525,8,KCIT,0.0,False,1.84132719039917
1526,8,KCIT,9.839491505170272e-05,False,1.780259132385254
1527,8,KCIT,0.0,False,2.067284345626831
1528,8,KCIT,0.0,False,1.9335558414459229
1529,8,KCIT,0.0,False,1.7152049541473389
