,N,d,Method,GT,rho,random_state,Pred,Time
104,1000,2,MIND,3.9170355472516896,-0.99,12,2.097935593854593,16.889425039291382
105,1000,2,MINE,3.9170355472516896,-0.99,13,3.3137693405151367,8.682857990264893
106,1000,2,MIND,3.9170355472516896,-0.99,13,2.3183002615987944,13.235373735427856
107,1000,2,MINE,3.9170355472516896,-0.99,6,1.4157558679580688,7.606098175048828
108,1000,2,MIND,3.9170355472516896,-0.99,6,2.248743959703161,13.030995845794678
109,1000,2,MINE,3.9170355472516896,-0.99,7,2.486456155776977,15.073895931243896
110,1000,2,MIND,3.9170355472516896,-0.99,7,2.0010905420910485,14.88701105117798
111,1000,2,MINE,3.9170355472516896,-0.99,8,2.7000932693481445,14.652209997177124
112,1000,2,MIND,3.9170355472516896,-0.99,8,2.1992132140459173,16.32729411125183
113,1000,2,MINE,3.9170355472516896,-0.99,9,3.1224851608276367,7.6744279861450195
114,1000,2,MIND,3.9170355472516896,-0.99,9,2.080740476981609,14.602740049362184
115,1000,2,MINE,3.9170355472516896,-0.99,10,3.404711961746216,16.298454761505127
116,1000,2,MIND,3.9170355472516896,-0.99,10,2.0271223436048875,14.333452939987184
117,1000,2,MIND,3.9170355472516896,-0.99,0,2.127423844980433,13.671268939971924
118,1000,2,MINE,3.9170355472516896,-0.99,1,3.0668044090271,11.96623921394348
119,1000,2,MIND,3.9170355472516896,-0.99,1,2.19955966456214,15.344488859176636
120,1000,2,MINE,3.9170355472516896,-0.99,2,1.647659182548523,8.984389781951904
121,1000,2,MIND,3.9170355472516896,-0.99,2,2.1391554796885788,15.044349908828735
122,1000,2,MINE,3.9170355472516896,-0.99,3,2.606579303741455,18.8311550617218
123,1000,2,MIND,3.9170355472516896,-0.99,3,2.0859838874285885,14.061554193496704
124,1000,2,MINE,3.9170355472516896,-0.99,4,1.9223884344100952,11.34809708595276
125,1000,2,MIND,3.9170355472516896,-0.99,4,2.132282459120128,15.125086784362791
126,1000,2,MINE,3.9170355472516896,-0.99,5,1.6659393310546875,11.061362266540527
127,1000,2,MIND,3.9170355472516896,-0.99,5,2.010395412901292,13.971550941467283
128,1000,2,MIND,3.9170355472516896,-0.99,16,2.128737110282457,15.342690229415894
129,1000,2,MINE,3.9170355472516896,-0.99,17,2.14318585395813,10.079992055892944
130,1000,2,MIND,3.9170355472516896,-0.99,17,2.1331158316957377,13.884153127670288
131,1000,2,MINE,3.9170355472516896,-0.99,18,1.4660398960113523,6.445019006729126
132,1000,2,MIND,3.9170355472516896,-0.99,18,2.2049181191198906,16.624356031417847
133,1000,2,MINE,3.9170355472516896,-0.99,14,1.5207622051239014,8.42456603050232
134,1000,2,MIND,3.9170355472516896,-0.99,14,2.0415281247879022,16.124221324920654
135,1000,2,MINE,3.9170355472516896,-0.99,15,1.6457719802856443,10.192802906036375
136,1000,2,MIND,3.9170355472516896,-0.99,15,2.250195435243445,15.94494891166687
137,1000,2,MINE,3.9170355472516896,-0.99,16,3.225825071334839,14.000981092453005
138,1000,2,MINE,3.9170355472516896,-0.99,19,2.391610860824585,14.30592918395996
139,1000,2,MIND,3.9170355472516896,-0.99,19,2.101824663438955,15.025018215179443
140,1000,2,MINE,3.9170355472516896,-0.99,20,2.458970308303833,13.066237926483154
141,1000,2,MIND,3.9170355472516896,-0.99,20,2.149557587497555,11.738373756408691
142,1000,2,MINE,3.9170355472516896,-0.99,21,1.66163969039917,13.019235849380491
143,1000,2,MIND,3.9170355472516896,-0.99,21,2.034431532694428,17.59275484085083
144,1000,2,MINE,3.9170355472516896,-0.99,22,3.1825101375579834,9.761002779006958
145,1000,2,MIND,3.9170355472516896,-0.99,22,2.17880281283727,15.7378671169281
146,1000,2,MINE,3.9170355472516896,-0.99,23,2.3214826583862305,13.721861839294434
147,1000,2,MIND,3.9170355472516896,-0.99,23,1.974168468236472,18.665918111801147
148,1000,2,MINE,3.9170355472516896,-0.99,24,3.1359262466430664,9.176310062408447
149,1000,2,MINE,3.9170355472516896,-0.99,27,1.6111793518066406,12.019484281539915
150,1000,2,MIND,3.9170355472516896,-0.99,27,2.2082770679807053,12.983336925506592
151,1000,2,MINE,3.9170355472516896,-0.99,28,2.590871334075928,14.344975233078005
152,1000,2,MIND,3.9170355472516896,-0.99,28,4.419792111700176,16.95951819419861
153,1000,2,MINE,3.9170355472516896,-0.99,29,3.109628915786743,15.785130977630615
154,1000,2,MIND,3.9170355472516896,-0.99,29,2.0279667345905734,18.486660957336422
155,1000,2,MIND,3.9170355472516896,-0.99,32,2.059046948491822,18.501023054122925
156,1000,2,MINE,3.9170355472516896,-0.99,33,3.1572039127349854,9.63182806968689
157,1000,2,MIND,3.9170355472516896,-0.99,33,2.108493215102616,19.61323595046997
158,1000,2,MINE,3.9170355472516896,-0.99,34,2.8998351097106934,15.288125991821287
159,1000,2,MIND,3.9170355472516896,-0.99,34,1.9774060063294048,19.50286889076233
160,1000,2,MIND,3.9170355472516896,-0.99,24,2.3461576999674683,13.838894128799438
161,1000,2,MINE,3.9170355472516896,-0.99,25,2.556344747543335,13.898993253707886
162,1000,2,MIND,3.9170355472516896,-0.99,25,2.199994690736773,21.03822898864746
163,1000,2,MINE,3.9170355472516896,-0.99,26,2.281392335891724,17.030898809432983
164,1000,2,MIND,3.9170355472516896,-0.99,26,2.723981670471177,24.790709972381592
165,1000,2,MINE,3.9170355472516896,-0.99,30,3.1820623874664307,13.78559184074402
166,1000,2,MIND,3.9170355472516896,-0.99,30,2.008639297927996,18.292038202285767
167,1000,2,MINE,3.9170355472516896,-0.99,31,1.9484375715255735,18.906184911727905
168,1000,2,MIND,3.9170355472516896,-0.99,31,2.167826716851343,15.19468116760254
169,1000,2,MINE,3.9170355472516896,-0.99,32,2.2598812580108643,15.32789921760559
170,1000,2,MINE,3.9170355472516896,-0.99,35,2.5152838230133057,14.8835129737854
171,1000,2,MIND,3.9170355472516896,-0.99,35,2.94627040375281,18.3056218624115
172,1000,2,MINE,3.9170355472516896,-0.99,36,3.3378994464874268,13.484525918960571
173,1000,2,MIND,3.9170355472516896,-0.99,36,2.204590234602684,16.27138590812683
174,1000,2,MINE,3.9170355472516896,-0.99,37,1.705145239830017,10.90538501739502
175,1000,2,MIND,3.9170355472516896,-0.99,37,2.1186551474413817,16.056714057922363
176,1000,2,MINE,3.9170355472516896,-0.99,38,2.358728170394897,17.71827006340027
177,1000,2,MIND,3.9170355472516896,-0.99,38,2.1843337299618524,17.932183742523193
178,1000,2,MINE,3.9170355472516896,-0.99,39,2.968891859054565,13.144607067108154
179,1000,2,MIND,3.9170355472516896,-0.99,39,2.188937168353492,16.393399953842163
180,1000,2,MINE,3.9170355472516896,-0.99,40,2.742112874984741,10.455591201782228
181,1000,2,MINE,3.9170355472516896,-0.99,43,1.7295608520507812,16.733714818954468
182,1000,2,MIND,3.9170355472516896,-0.99,43,2.2056036149492644,14.665358066558838
183,1000,2,MINE,3.9170355472516896,-0.99,44,1.7328784465789795,16.27103900909424
184,1000,2,MIND,3.9170355472516896,-0.99,44,2.100797598793787,17.724699020385742
185,1000,2,MINE,3.9170355472516896,-0.99,45,2.7924938201904297,10.432310104370115
186,1000,2,MIND,3.9170355472516896,-0.99,45,2.8591662307281287,19.533037900924683
187,1000,2,MIND,3.9170355472516896,-0.99,40,2.251922256952365,24.26688313484192
188,1000,2,MINE,3.9170355472516896,-0.99,41,3.215471029281616,15.7202889919281
189,1000,2,MIND,3.9170355472516896,-0.99,41,2.150460271223325,21.53016209602356
190,1000,2,MINE,3.9170355472516896,-0.99,42,2.915149211883545,11.005873918533323
191,1000,2,MIND,3.9170355472516896,-0.99,42,2.306065295076619,17.39992380142212
192,200,20,MINE,39.17035547251688,-0.99,4,17.248958587646484,5.223073959350586
193,200,20,MIND,39.17035547251688,-0.99,4,11.19945481421762,26.848354816436768
194,200,20,MINE,39.17035547251688,-0.99,5,3.139232635498047,1.820356845855713
195,200,20,MIND,39.17035547251688,-0.99,5,14.002140771884273,25.85807609558105
196,200,20,MINE,39.17035547251688,-0.99,6,18.29326820373535,6.520047187805176
197,1000,2,MIND,3.9170355472516896,-0.99,48,2.118429794664201,18.44288802146912
198,1000,2,MINE,3.9170355472516896,-0.99,49,3.020171642303467,11.634628295898438
199,1000,2,MIND,3.9170355472516896,-0.99,49,2.149970181779425,19.6020610332489
200,200,20,MINE,39.17035547251688,-0.99,0,4.029365539550781,4.57820200920105
201,200,20,MIND,39.17035547251688,-0.99,0,12.203718866561651,29.86427497863769
202,1000,2,MINE,3.9170355472516896,-0.99,46,3.170060634613037,18.20678019523621
203,1000,2,MIND,3.9170355472516896,-0.99,46,2.1134830282628827,16.764068841934204
204,1000,2,MINE,3.9170355472516896,-0.99,47,3.0702970027923584,11.258168697357178
205,1000,2,MIND,3.9170355472516896,-0.99,47,2.4330143737984757,18.7464280128479
206,1000,2,MINE,3.9170355472516896,-0.99,48,1.89397656917572,19.587944746017456
207,200,20,MINE,39.17035547251688,-0.99,1,3.153896808624268,2.824491024017334
208,200,20,MIND,39.17035547251688,-0.99,1,12.249473447922226,29.41209292411804
209,200,20,MINE,39.17035547251688,-0.99,2,5.668766021728516,3.512656211853028
210,200,20,MIND,39.17035547251688,-0.99,2,18.58132453716907,29.16235399246216
211,200,20,MINE,39.17035547251688,-0.99,3,8.613757133483887,4.840500831604004
212,200,20,MIND,39.17035547251688,-0.99,3,22.41653792379261,31.29073691368103
213,200,20,MINE,39.17035547251688,-0.99,12,4.75182056427002,2.882653951644897
214,200,20,MIND,39.17035547251688,-0.99,12,20.935144049892727,28.97017526626587
215,200,20,MINE,39.17035547251688,-0.99,13,2.714000940322876,3.020521402359009
216,200,20,MIND,39.17035547251688,-0.99,13,8.833244961824267,25.333929777145386
217,200,20,MINE,39.17035547251688,-0.99,14,4.413994789123535,2.743621349334717
218,200,20,MIND,39.17035547251688,-0.99,6,14.413235243348176,29.48577904701233
219,200,20,MINE,39.17035547251688,-0.99,7,5.966893672943115,4.933206081390381
220,200,20,MIND,39.17035547251688,-0.99,7,13.03199547467083,26.905911922454838
221,200,20,MINE,39.17035547251688,-0.99,8,13.510287284851074,4.821711778640747
222,200,20,MIND,39.17035547251688,-0.99,8,15.440852633305042,32.46812105178833
223,200,20,MINE,39.17035547251688,-0.99,9,3.74983549118042,2.182968139648437
224,200,20,MIND,39.17035547251688,-0.99,9,12.148935964538556,26.81166410446167
225,200,20,MINE,39.17035547251688,-0.99,10,6.16991662979126,3.579357147216797
226,200,20,MIND,39.17035547251688,-0.99,10,13.147417579774778,32.45096492767334
227,200,20,MINE,39.17035547251688,-0.99,11,2.590773582458496,2.724429130554199
228,200,20,MIND,39.17035547251688,-0.99,11,11.620316958820966,35.49761724472046
229,200,20,MIND,39.17035547251688,-0.99,14,11.838169799515423,31.92618203163147
230,200,20,MINE,39.17035547251688,-0.99,15,12.7042818069458,6.695512771606445
231,200,20,MIND,39.17035547251688,-0.99,15,19.42112119969666,31.16981506347656
232,200,20,MINE,39.17035547251688,-0.99,16,2.750157117843628,2.0826170444488525
233,200,20,MIND,39.17035547251688,-0.99,16,13.718250696460228,33.416186809539795
234,200,20,MINE,39.17035547251688,-0.99,20,11.276947975158691,6.505465984344482
235,200,20,MIND,39.17035547251688,-0.99,20,21.428186421877648,30.97296380996704
236,200,20,MINE,39.17035547251688,-0.99,21,5.492244720458984,4.630856990814209
237,200,20,MIND,39.17035547251688,-0.99,21,11.40752605331284,28.282328128814697
238,200,20,MINE,39.17035547251688,-0.99,22,4.7055182456970215,3.577764749526977
239,200,20,MINE,39.17035547251688,-0.99,17,16.784114837646484,6.357030153274536
240,200,20,MIND,39.17035547251688,-0.99,17,17.80171416113984,29.7166850566864
241,200,20,MINE,39.17035547251688,-0.99,18,3.707152843475342,2.867983818054199
242,200,20,MIND,39.17035547251688,-0.99,18,13.636841737035862,30.52698802947998
243,200,20,MINE,39.17035547251688,-0.99,19,19.309892654418945,6.420155048370361
244,200,20,MIND,39.17035547251688,-0.99,19,28.475659786055942,29.896395921707157
245,200,20,MIND,39.17035547251688,-0.99,22,13.961313036729674,32.037745237350464
246,200,20,MINE,39.17035547251688,-0.99,23,18.653003692626957,7.046889305114746
247,200,20,MIND,39.17035547251688,-0.99,23,19.36013329413833,31.46509790420532
248,200,20,MINE,39.17035547251688,-0.99,24,5.08616828918457,3.2937440872192383
249,200,20,MIND,39.17035547251688,-0.99,24,14.761278489071357,32.41311430931091
250,200,20,MINE,39.17035547251688,-0.99,25,6.091130256652832,4.875025749206543
251,200,20,MIND,39.17035547251688,-0.99,25,14.21823127588332,30.750232219696045
252,200,20,MINE,39.17035547251688,-0.99,26,11.470247268676758,5.994451999664307
253,200,20,MIND,39.17035547251688,-0.99,26,24.050176799875032,31.58196711540222
254,200,20,MINE,39.17035547251688,-0.99,27,17.507030487060547,6.648191213607788
255,200,20,MIND,39.17035547251688,-0.99,27,14.45936732726808,35.06890606880188
256,200,20,MINE,39.17035547251688,-0.99,28,8.460070610046387,4.399426221847534
257,200,20,MIND,39.17035547251688,-0.99,28,11.489918524443024,31.13258385658264
258,200,20,MINE,39.17035547251688,-0.99,29,3.3383679389953613,2.652101993560791
259,200,20,MIND,39.17035547251688,-0.99,29,11.432502510362614,32.64184594154358
260,200,20,MINE,39.17035547251688,-0.99,30,9.368169784545898,5.7171950340271
261,200,20,MIND,39.17035547251688,-0.99,30,14.4733078308734,32.25505995750427
262,200,20,MINE,39.17035547251688,-0.99,31,6.540904998779297,4.240206003189087
263,200,20,MIND,39.17035547251688,-0.99,31,12.689581370751878,30.115307092666622
264,200,20,MINE,39.17035547251688,-0.99,32,3.349745035171509,2.3397703170776367
265,200,20,MIND,39.17035547251688,-0.99,32,13.659082992155213,36.19582986831665
266,200,20,MINE,39.17035547251688,-0.99,33,19.40205764770508,6.507800102233887
267,200,20,MIND,39.17035547251688,-0.99,33,14.78918927764606,32.482332944869995
268,200,20,MINE,39.17035547251688,-0.99,34,6.38385820388794,4.74092698097229
269,200,20,MIND,39.17035547251688,-0.99,34,19.96314323116692,30.100494861602783
270,200,20,MINE,39.17035547251688,-0.99,35,15.526378631591797,6.778720140457153
271,200,20,MIND,39.17035547251688,-0.99,35,11.803484092527942,30.758596181869507
272,200,20,MINE,39.17035547251688,-0.99,36,16.992130279541016,6.382544994354248
273,200,20,MIND,39.17035547251688,-0.99,36,13.96914528043182,32.687846183776855
274,200,20,MINE,39.17035547251688,-0.99,37,2.4610254764556885,2.231643915176392
275,200,20,MIND,39.17035547251688,-0.99,37,13.227749785973716,32.38622689247131
276,200,20,MINE,39.17035547251688,-0.99,38,11.609529495239258,6.3722968101501465
277,200,20,MIND,39.17035547251688,-0.99,38,15.151319113223774,29.6457359790802
278,200,20,MINE,39.17035547251688,-0.99,39,7.011238098144531,6.13359522819519
279,200,20,MIND,39.17035547251688,-0.99,39,12.455535843456072,35.35088300704956
280,200,20,MINE,39.17035547251688,-0.99,40,4.553202629089356,3.0972039699554443
281,200,20,MIND,39.17035547251688,-0.99,40,12.82247735556543,33.78326392173767
282,200,20,MINE,39.17035547251688,-0.99,41,4.658746242523193,3.937861919403076
283,200,20,MIND,39.17035547251688,-0.99,41,14.903271099602549,30.80702018737793
284,200,20,MINE,39.17035547251688,-0.99,42,6.638763427734375,5.298539876937866
285,200,20,MIND,39.17035547251688,-0.99,42,16.65625869349841,30.09026002883911
286,200,20,MINE,39.17035547251688,-0.99,43,12.894723892211914,6.736364126205444
287,200,20,MIND,39.17035547251688,-0.99,43,9.777964396810804,29.60502600669861
288,200,20,MINE,39.17035547251688,-0.99,44,7.502234935760498,5.039811134338379
289,200,20,MIND,39.17035547251688,-0.99,44,14.862054881528737,31.34396481513977
290,200,20,MINE,39.17035547251688,-0.99,45,10.831161499023438,5.472113847732544
291,200,20,MIND,39.17035547251688,-0.99,45,12.427274178195354,32.77101397514343
292,200,20,MINE,39.17035547251688,-0.99,46,20.545795440673828,7.783527135848999
293,200,20,MIND,39.17035547251688,-0.99,46,13.889456450254698,32.85622501373291
294,200,20,MINE,39.17035547251688,-0.99,47,2.3823130130767822,2.200648069381714
295,200,20,MIND,39.17035547251688,-0.99,47,11.601526378244657,30.23679900169373
296,200,20,MINE,39.17035547251688,-0.99,48,17.498680114746094,6.122539043426514
297,200,20,MIND,39.17035547251688,-0.99,48,12.18544514315976,34.082484006881714
298,200,20,MINE,39.17035547251688,-0.99,49,2.56404185295105,3.19488787651062
299,200,20,MIND,39.17035547251688,-0.99,49,11.47841243804982,34.00453877449036
300,1000,20,MINE,39.17035547251688,-0.99,0,8.924713134765625,25.02099609375
301,1000,20,MIND,39.17035547251688,-0.99,0,14.577221052008689,34.17249512672424
302,1000,20,MINE,39.17035547251688,-0.99,1,12.089860916137695,27.90487670898437
303,1000,20,MIND,39.17035547251688,-0.99,1,15.811182372269936,35.89749097824097
304,1000,20,MINE,39.17035547251688,-0.99,2,18.13552665710449,19.9044349193573
305,1000,20,MIND,39.17035547251688,-0.99,2,27.387670565537032,30.11997890472412
306,1000,20,MINE,39.17035547251688,-0.99,3,9.82924747467041,23.008130073547363
307,1000,20,MIND,39.17035547251688,-0.99,3,12.51107249935512,33.110090017318726
308,1000,20,MINE,39.17035547251688,-0.99,4,11.131219863891602,25.982563018798828
309,1000,20,MINE,39.17035547251688,-0.99,7,6.786968231201172,13.302074193954468
310,1000,20,MIND,39.17035547251688,-0.99,7,19.14552548220483,31.201828241348267
311,1000,20,MINE,39.17035547251688,-0.99,8,12.088332176208496,28.27138900756836
312,1000,20,MIND,39.17035547251688,-0.99,8,11.685730685523852,29.056294202804565
313,1000,20,MINE,39.17035547251688,-0.99,9,2.56988525390625,22.746376276016235
314,1000,20,MIND,39.17035547251688,-0.99,9,10.729518377283172,36.595202922821045
315,1000,20,MIND,39.17035547251688,-0.99,4,11.598466810887452,33.34476923942566
316,1000,20,MINE,39.17035547251688,-0.99,5,8.572364807128906,24.492779970169067
317,1000,20,MIND,39.17035547251688,-0.99,5,14.630744069585084,32.69160318374634
318,1000,20,MINE,39.17035547251688,-0.99,6,5.496368408203125,24.03605794906616
319,1000,20,MIND,39.17035547251688,-0.99,6,28.75270544720229,34.156813859939575
320,1000,20,MINE,39.17035547251688,-0.99,10,7.648073196411133,20.309075832366943
321,1000,20,MIND,39.17035547251688,-0.99,10,12.85886510392883,32.87010312080383
322,1000,20,MINE,39.17035547251688,-0.99,11,8.388290405273438,16.598058223724365
323,1000,20,MIND,39.17035547251688,-0.99,11,14.555639885877168,34.457796812057495
324,1000,20,MINE,39.17035547251688,-0.99,12,,20.728368997573853
325,1000,20,MIND,39.17035547251688,-0.99,12,12.663378612240288,32.29006481170654
326,1000,20,MINE,39.17035547251688,-0.99,13,11.035648345947266,29.822261095047
327,1000,20,MIND,39.17035547251688,-0.99,13,15.518002871265947,35.10286521911621
